"clarity","city","color","cut","x","y","z","depth","table","price","carat"
SI1,New York City,F,Ideal,5.24,5.28,3.24,61.6,55.0,1385,0.54
SI2,London,H,Good,7.51,7.56,4.79,63.6,56.0,8115,1.7
VS2,Luxembourg,D,Ideal,4.36,4.35,2.69,61.8,57.0,972,0.32
SI1,Zurich,I,Ideal,6.56,6.53,4.01,61.3,57.0,4659,1.04
VS2,Paris,I,Very Good,5.76,5.79,3.53,61.1,56.0,2337,0.72
VS1,Dubai,G,Ideal,7.59,7.66,4.73,62.0,55.0,16985,1.68
SI2,Dubai,H,Ideal,4.66,4.7,2.88,61.5,57.0,558,0.39
SI2,Zurich,G,Ideal,7.31,7.37,4.57,62.3,56.0,9391,1.51
VVS2,Kimberly,G,Ideal,4.67,4.7,2.91,62.1,56.0,886,0.39
VS2,Madrid,G,Premium,7.54,7.5,4.39,58.4,58.0,11189,1.5
SI1,Luxembourg,E,Very Good,4.72,4.76,2.95,62.2,54.4,837,0.4
SI1,London,I,Ideal,7.45,7.48,4.61,61.7,56.0,9555,1.57
VS1,Surat,G,Premium,4.71,4.66,2.87,61.3,60.0,1125,0.4
VS2,Amsterdam,H,Very Good,5.81,5.85,3.45,59.2,63.0,2428,0.71
VS1,London,H,Ideal,4.33,4.3,2.66,61.6,57.0,675,0.3
VS1,Antwerp,I,Ideal,6.22,6.16,3.81,61.6,56.0,3677,0.9
SI2,Zurich,D,Premium,6.99,6.96,4.23,60.6,59.0,4916,1.24
VS1,Surat,H,Ideal,7.79,7.76,4.84,62.3,56.0,15105,1.8
VS1,Paris,H,Ideal,4.44,4.48,2.76,61.9,56.0,579,0.33
VVS2,Luxembourg,H,Ideal,4.33,4.37,2.66,61.1,56.0,625,0.31
VVS1,Amsterdam,F,Ideal,4.5,4.53,2.78,61.6,56.0,1174,0.34
VVS1,Surat,F,Ideal,5.78,5.84,3.55,61.1,54.0,4937,0.71
SI1,Luxembourg,I,Ideal,6.6,6.64,4.11,62.1,57.0,5037,1.1
SI1,Antwerp,G,Very Good,4.26,4.28,2.65,62.1,58.0,432,0.3
VS1,Antwerp,H,Good,4.25,4.29,2.7,63.2,56.0,526,0.3
VS1,Surat,E,Very Good,5.64,5.67,3.58,63.3,59.0,2946,0.71
SI1,Paris,E,Premium,5.23,5.28,3.27,62.4,57.6,1630,0.55
IF,Antwerp,G,Premium,5.93,5.89,3.7,62.6,58.0,4193,0.8
SI1,Tel Aviv,E,Premium,7.31,7.21,4.57,62.9,62.0,9647,1.51
VS2,Dubai,E,Very Good,5.27,5.29,3.24,61.4,57.0,1786,0.55
SI1,Paris,D,Premium,6.09,6.15,3.84,62.7,58.0,4381,0.9
SI1,Antwerp,D,Good,6.27,6.3,4.03,64.1,60.0,4821,1.01
VS1,Dubai,H,Ideal,4.53,4.56,2.81,61.8,57.0,646,0.35
IF,Zurich,G,Ideal,4.41,4.44,2.7,61.0,57.0,918,0.32
SI2,Paris,E,Ideal,6.18,6.22,3.83,61.8,56.0,4770,0.9
VS2,Antwerp,D,Good,6.32,6.22,4.02,64.1,57.0,4466,1.01
SI1,Kimberly,E,Premium,4.28,4.24,2.67,62.7,60.0,675,0.3
VVS1,Tel Aviv,E,Ideal,6.72,6.77,4.09,60.6,57.0,14525,1.13
VS1,Amsterdam,F,Good,5.6,5.65,3.6,64.0,56.0,2401,0.7
VVS1,Surat,G,Ideal,5.22,5.25,3.26,62.2,53.9,2007,0.54
IF,Luxembourg,H,Ideal,5.26,5.31,3.22,60.9,57.0,2096,0.54
VS1,Surat,G,Premium,6.38,6.43,4.01,62.6,59.0,6499,1.01
VVS2,Surat,H,Very Good,6.54,6.59,4.03,61.3,56.0,6751,1.07
SI2,Dubai,D,Premium,5.61,5.57,3.51,62.8,61.0,2348,0.7
IF,London,G,Ideal,4.34,4.38,2.69,61.7,56.0,891,0.31
SI1,Zurich,E,Very Good,6.05,6.12,3.89,63.9,57.0,4289,0.91
VVS2,Kimberly,I,Ideal,4.25,4.3,2.66,62.2,56.0,495,0.3
SI1,Antwerp,G,Premium,5.4,5.24,3.21,60.3,57.0,1389,0.54
VS1,Kimberly,G,Good,5.12,5.15,3.07,59.8,63.0,1645,0.5
IF,Madrid,H,Ideal,5.14,5.18,3.2,62.0,54.0,1879,0.51
SI2,Antwerp,I,Ideal,8.09,8.14,5.13,63.3,54.0,14505,2.06
VS2,Dubai,E,Ideal,5.21,5.24,3.28,62.8,55.0,1713,0.54
SI2,Zurich,G,Premium,5.95,5.89,3.7,62.5,57.0,2515,0.81
SI2,Antwerp,G,Premium,5.21,5.24,3.21,61.4,59.0,1090,0.54
VS1,Tel Aviv,E,Ideal,4.65,4.62,2.88,62.1,56.0,1069,0.38
SI1,Kimberly,H,Good,7.14,7.23,4.62,64.3,60.0,9768,1.5
VVS2,Surat,G,Very Good,7.34,7.37,4.48,60.9,56.0,12798,1.5
SI1,Paris,D,Premium,4.81,4.76,2.96,61.9,59.0,1040,0.42
VS2,Tel Aviv,F,Premium,5.21,5.16,3.07,59.2,57.0,1261,0.49
SI1,Las Vegas,D,Very Good,6.14,6.1,3.86,63.1,59.0,4586,0.91
VVS1,Antwerp,G,Very Good,4.33,4.35,2.63,60.6,61.0,789,0.3
SI1,Surat,E,Premium,5.91,5.85,3.59,61.1,58.0,2897,0.76
VS2,Antwerp,E,Premium,7.46,7.37,4.5,60.7,60.0,14844,1.51
IF,Zurich,D,Premium,6.67,6.57,4.03,60.9,58.0,18279,1.07
VVS2,Kimberly,G,Ideal,4.8,4.77,2.97,62.1,57.0,1103,0.42
VS2,Luxembourg,H,Premium,5.96,5.93,3.63,61.1,59.0,2362,0.79
VS2,Surat,I,Premium,7.61,7.53,4.53,59.8,59.0,9659,1.54
VS2,Kimberly,E,Ideal,6.17,6.21,3.84,62.0,59.0,5439,0.9
SI1,Kimberly,F,Premium,5.19,5.08,3.15,61.3,57.0,1274,0.51
VS1,Las Vegas,D,Premium,4.38,4.34,2.59,59.4,60.0,848,0.3
VVS1,Kimberly,G,Very Good,6.33,6.36,3.93,61.9,54.0,7415,0.97
SI2,Kimberly,J,Premium,8.19,8.24,5.09,62.0,60.0,11663,2.11
VS1,Las Vegas,H,Good,4.22,4.26,2.68,63.2,58.0,491,0.3
VS1,Luxembourg,G,Premium,6.55,6.49,3.98,61.0,58.0,6683,1.02
VVS2,Zurich,G,Very Good,6.68,6.61,4.2,63.2,58.0,9068,1.15
SI1,Las Vegas,G,Very Good,5.7,5.76,3.54,61.8,56.0,2106,0.7
SI2,Antwerp,G,Premium,7.24,7.18,4.3,59.6,60.0,6495,1.37
SI2,Tel Aviv,E,Ideal,5.18,5.21,3.17,61.0,57.0,1412,0.52
VVS2,Madrid,G,Very Good,5.07,5.1,3.16,62.1,61.0,1715,0.5
SI2,London,E,Premium,6.46,6.49,3.91,60.4,60.0,4790,1.01
VS2,Las Vegas,F,Premium,4.29,4.32,2.69,62.5,58.0,605,0.3
VVS1,Antwerp,H,Very Good,4.37,4.39,2.68,61.2,56.0,651,0.31
VS1,Kimberly,H,Very Good,6.82,6.86,4.23,61.8,56.0,6713,1.2
VVS2,Surat,D,Premium,4.66,4.62,2.92,62.9,58.0,1290,0.39
VS2,Kimberly,D,Ideal,5.76,5.81,3.59,62.1,54.0,3450,0.72
IF,Zurich,H,Very Good,4.66,4.69,2.99,64.0,56.0,1044,0.4
SI2,Surat,F,Premium,7.28,7.34,4.58,62.7,60.0,9424,1.53
VS2,Paris,F,Premium,4.46,4.5,2.72,60.7,60.0,686,0.34
SI1,Amsterdam,D,Premium,6.53,6.49,4.02,61.8,57.0,5491,1.03
SI1,Zurich,D,Premium,4.52,4.55,2.79,61.5,59.0,663,0.36
SI2,Kimberly,E,Very Good,7.42,7.45,4.68,63.0,59.9,10891,1.61
IF,Las Vegas,D,Ideal,4.59,4.57,2.74,59.8,57.0,2346,0.34
VS1,Antwerp,G,Very Good,4.54,4.58,2.77,60.7,61.0,706,0.35
VVS2,Surat,E,Ideal,4.77,4.8,2.95,61.7,56.0,1432,0.41
VS1,London,F,Good,5.86,5.82,3.74,64.0,54.0,3163,0.78
SI2,Kimberly,F,Premium,6.43,6.36,3.98,62.2,57.0,4796,1.01
VS1,Dubai,G,Ideal,4.38,4.34,2.7,61.9,56.0,695,0.31
SI2,London,G,Good,6.55,6.5,3.77,57.8,64.0,3651,1.0
VS1,Kimberly,J,Ideal,6.83,6.87,4.2,61.3,56.0,5534,1.2
SI1,Luxembourg,E,Fair,5.57,5.54,3.62,65.2,58.0,2318,0.7
SI2,Madrid,G,Ideal,4.36,4.39,2.72,62.2,54.0,436,0.31
VVS1,New York City,D,Premium,4.31,4.3,2.7,62.7,58.0,942,0.31
VVS1,Madrid,E,Very Good,4.32,4.38,2.71,62.3,59.0,878,0.31
VS1,New York City,G,Ideal,6.4,6.42,3.96,61.8,58.0,7178,1.01
VVS1,Kimberly,F,Ideal,4.34,4.37,2.7,62.0,55.0,840,0.31
VVS1,Las Vegas,H,Ideal,4.35,4.38,2.69,61.6,55.0,707,0.31
SI1,Antwerp,E,Very Good,5.8,5.84,3.49,60.0,57.0,2479,0.72
VVS1,Las Vegas,H,Ideal,4.79,4.8,2.99,62.4,55.0,1068,0.42
SI2,Antwerp,E,Very Good,6.53,6.59,4.16,63.4,59.0,5147,1.13
SI1,London,F,Premium,6.54,6.61,4.06,61.7,58.0,5042,1.07
VS1,Paris,G,Ideal,7.2,7.16,4.39,61.1,55.0,11009,1.37
VS1,Surat,H,Fair,5.78,5.84,3.75,64.6,56.4,2594,0.77
SI2,London,E,Ideal,8.28,8.32,5.0,60.2,60.0,18128,2.08
VS2,Dubai,E,Premium,5.85,5.83,3.61,61.8,58.0,3150,0.75
SI2,New York City,H,Premium,6.52,6.49,3.95,60.7,58.0,3790,1.01
VVS2,Kimberly,G,Good,4.26,4.3,2.72,63.6,57.0,684,0.3
VVS1,Dubai,G,Ideal,4.34,4.33,2.71,62.5,55.0,1046,0.31
SI1,Amsterdam,G,Ideal,4.49,4.54,2.79,61.9,55.5,531,0.34
VVS1,Surat,G,Ideal,4.38,4.34,2.69,61.7,57.0,1046,0.31
IF,Dubai,F,Premium,6.82,6.76,4.06,59.8,60.0,12722,1.13
VVS2,Surat,G,Very Good,4.28,4.34,2.64,61.3,58.0,684,0.3
SI1,Antwerp,G,Good,6.04,6.01,3.87,64.2,58.0,3250,0.9
SI1,Luxembourg,D,Very Good,6.12,6.2,3.82,62.0,60.0,4444,0.91
I1,Tel Aviv,H,Good,6.42,6.35,4.08,63.9,58.0,3261,1.04
VVS1,Surat,H,Very Good,4.35,4.39,2.66,61.0,55.0,631,0.3
SI2,Kimberly,G,Very Good,5.75,5.77,3.63,63.0,56.0,2277,0.74
VVS2,Kimberly,E,Premium,4.32,4.34,2.66,61.4,59.0,789,0.3
VVS2,Antwerp,E,Ideal,5.18,5.2,3.18,61.3,56.0,2675,0.52
SI1,Zurich,D,Very Good,4.57,4.55,2.89,63.4,57.0,851,0.36
SI2,Antwerp,J,Good,7.3,7.23,4.62,63.6,57.0,6750,1.5
SI1,Paris,I,Ideal,6.85,6.82,4.22,61.7,57.0,6012,1.22
SI2,Zurich,J,Good,6.36,6.32,4.05,63.8,56.0,3204,1.04
I1,Luxembourg,I,Fair,6.2,6.08,4.22,68.6,56.0,1805,1.0
SI1,Dubai,I,Premium,6.7,6.67,4.16,62.2,58.0,4788,1.14
SI1,New York City,H,Premium,6.24,6.21,3.91,62.8,58.0,3646,0.93
SI1,Zurich,G,Very Good,6.5,6.59,3.94,60.2,58.0,4719,1.01
VS2,New York City,G,Ideal,4.34,4.37,2.7,62.0,57.0,544,0.31
VVS2,Antwerp,G,Very Good,4.47,4.53,2.81,62.4,56.0,798,0.35
VS1,Dubai,H,Ideal,5.33,5.36,3.33,62.3,57.0,1764,0.58
VS2,Tel Aviv,G,Premium,4.43,4.4,2.64,59.8,60.0,698,0.31
SI1,Zurich,E,Premium,5.84,5.8,3.59,61.7,60.0,3024,0.75
VVS1,Antwerp,E,Ideal,5.43,5.47,3.39,62.2,56.0,3084,0.61
VS2,Luxembourg,I,Ideal,7.52,7.62,4.67,61.7,56.0,11826,1.61
VS2,Paris,D,Ideal,5.19,5.12,3.21,62.3,55.0,1882,0.51
VS1,London,G,Ideal,6.48,6.43,3.97,61.5,56.0,6794,1.01
VS1,Kimberly,E,Ideal,4.76,4.8,2.93,61.3,56.0,1252,0.4
SI2,Luxembourg,I,Very Good,5.73,5.79,3.43,59.5,58.0,1795,0.7
VS2,Antwerp,G,Ideal,4.59,4.64,2.84,61.5,56.0,649,0.37
SI2,Antwerp,D,Fair,8.2,8.17,4.86,59.4,66.0,15627,2.01
IF,Luxembourg,H,Ideal,4.51,4.55,2.78,61.6,55.0,844,0.34
VS1,Surat,H,Very Good,5.23,5.28,3.3,62.8,56.0,1580,0.56
VS1,Antwerp,E,Ideal,5.74,5.69,3.53,61.8,56.0,2837,0.7
VS1,Kimberly,F,Very Good,5.73,5.79,3.56,61.8,59.0,2843,0.73
VS1,New York City,G,Premium,6.78,6.71,4.22,62.6,58.0,8109,1.19
VVS2,Paris,E,Good,5.04,5.09,3.12,61.6,62.0,2437,0.5
VS1,Paris,D,Very Good,4.39,4.32,2.6,59.7,58.0,681,0.3
VVS1,Antwerp,G,Premium,4.83,4.79,2.88,59.9,59.0,1230,0.41
SI2,Antwerp,D,Good,4.68,4.71,3.0,63.9,53.0,622,0.4
VS1,London,F,Ideal,4.63,4.65,2.84,61.3,54.0,803,0.36
SI1,London,H,Ideal,5.12,5.16,3.17,61.7,55.0,1354,0.51
VS1,Surat,D,Very Good,4.72,4.79,2.96,62.3,59.0,1018,0.41
SI1,Antwerp,F,Very Good,4.76,4.8,2.86,60.0,57.0,704,0.39
SI2,Amsterdam,J,Premium,6.07,5.95,3.62,60.2,59.0,2022,0.8
VVS2,New York City,F,Very Good,4.12,4.2,2.49,59.9,59.0,597,0.26
VS1,Las Vegas,G,Good,6.38,6.42,4.05,63.3,58.0,6738,1.02
VS2,Kimberly,E,Ideal,5.17,5.22,3.14,60.4,57.0,1576,0.52
VS2,Antwerp,G,Premium,6.45,6.32,4.02,63.0,59.0,5967,1.0
VVS1,Dubai,F,Ideal,4.33,4.36,2.66,61.2,55.0,802,0.3
VS1,Surat,G,Good,6.07,6.24,3.9,63.4,54.0,4284,0.91
VS2,Kimberly,H,Ideal,4.29,4.32,2.62,60.9,58.0,491,0.3
VS1,Madrid,I,Ideal,6.59,6.56,4.03,61.2,57.0,5651,1.06
VS1,New York City,E,Ideal,6.24,6.2,3.81,61.3,57.0,5242,0.9
VS2,Madrid,I,Very Good,5.46,5.42,3.45,63.4,55.0,1401,0.61
VVS1,Surat,G,Ideal,5.09,5.14,3.18,62.2,55.0,1865,0.5
SI1,New York City,I,Very Good,7.16,7.23,4.54,63.1,59.0,8291,1.5
VVS1,Kimberly,D,Very Good,6.32,6.36,4.05,63.9,56.0,11923,1.01
SI1,Amsterdam,D,Fair,5.51,5.47,3.65,66.5,55.0,2339,0.7
VS1,Paris,E,Ideal,4.38,4.35,2.69,61.6,56.0,942,0.31
VS1,Surat,G,Ideal,6.42,6.47,3.95,61.2,57.0,7290,1.01
VVS1,Antwerp,I,Ideal,4.34,4.38,2.72,62.4,55.0,589,0.32
SI1,Antwerp,G,Premium,5.69,5.74,3.51,61.4,60.0,2394,0.7
VVS2,Surat,G,Good,5.04,5.07,3.2,63.3,58.0,1800,0.51
VVS2,Las Vegas,D,Ideal,5.22,5.26,3.21,61.3,56.0,2671,0.54
SI2,Luxembourg,E,Premium,6.24,6.2,3.8,61.1,59.0,3639,0.91
VS2,Tel Aviv,E,Ideal,4.38,4.36,2.63,60.2,57.0,844,0.3
SI2,Kimberly,E,Very Good,5.19,5.2,3.25,62.4,57.7,1278,0.54
VVS2,Antwerp,D,Premium,4.47,4.44,2.79,62.6,56.0,1002,0.33
VS1,Tel Aviv,E,Very Good,4.79,4.85,2.88,59.8,61.0,1079,0.41
VS1,Amsterdam,G,Ideal,4.82,4.85,3.01,62.3,56.0,943,0.43
VS1,London,G,Ideal,4.31,4.28,2.7,62.9,57.0,776,0.3
VS1,New York City,G,Ideal,7.25,7.32,4.54,62.3,57.0,14067,1.5
VS1,New York City,I,Premium,5.9,5.85,3.68,62.6,55.0,2524,0.77
VVS2,New York City,G,Premium,5.12,5.09,3.11,60.9,59.0,1935,0.5
VS1,Las Vegas,H,Fair,7.37,7.27,4.52,61.7,60.0,11007,1.5
VS1,Paris,G,Ideal,6.01,6.05,3.71,61.5,56.0,3652,0.82
VS2,London,F,Ideal,4.39,4.36,2.66,60.8,57.0,802,0.31
VVS2,Luxembourg,E,Ideal,4.37,4.38,2.7,61.7,56.0,766,0.31
VS2,Paris,G,Ideal,5.57,5.6,3.4,60.9,56.0,2357,0.63
SI1,Madrid,E,Premium,6.44,6.37,3.84,60.0,58.0,4580,0.94
VS1,Dubai,I,Ideal,5.03,5.06,3.14,62.2,54.0,944,0.48
IF,Surat,G,Ideal,5.72,5.78,3.58,62.3,56.0,4142,0.73
VS1,Kimberly,I,Ideal,6.6,6.54,4.12,62.7,54.0,5401,1.09
VVS2,Amsterdam,F,Ideal,4.48,4.51,2.73,60.7,57.0,824,0.33
SI1,Paris,H,Ideal,4.68,4.74,2.92,62.0,56.0,666,0.4
VS2,Kimberly,I,Premium,6.15,6.21,3.82,61.8,59.0,3398,0.9
IF,Surat,F,Ideal,4.44,4.47,2.74,61.5,55.0,1042,0.33
SI1,Surat,D,Good,5.02,4.93,3.18,63.9,56.0,1257,0.5
VS2,Zurich,F,Very Good,3.84,3.89,2.45,63.4,56.0,402,0.23
SI2,Surat,F,Good,4.76,4.72,3.04,64.1,56.0,646,0.42
SI1,Dubai,I,Premium,8.1,8.06,4.92,60.9,60.0,15528,2.01
SI2,New York City,H,Good,6.27,6.33,3.98,63.2,60.0,3991,1.0
VS2,Dubai,D,Very Good,5.37,5.39,3.38,62.9,56.7,2200,0.59
SI1,Las Vegas,H,Very Good,6.62,6.59,4.17,63.1,56.0,4673,1.12
SI1,Kimberly,F,Ideal,6.3,6.38,3.98,62.8,57.0,5728,0.99
SI1,London,E,Premium,4.83,4.85,2.98,61.6,59.0,773,0.42
SI1,Surat,H,Very Good,4.36,4.44,2.7,61.4,55.0,446,0.31
SI2,Dubai,I,Very Good,7.27,7.32,4.56,62.5,59.0,7400,1.51
SI2,Las Vegas,F,Very Good,4.7,4.75,2.96,62.6,53.0,579,0.4
VVS2,Surat,G,Ideal,7.03,6.96,4.34,62.0,57.0,11175,1.3
SI2,Paris,H,Very Good,7.71,7.64,4.5,58.6,62.0,9077,1.57
VS2,Tel Aviv,G,Ideal,7.3,7.36,4.61,62.8,54.0,13809,1.52
VS2,Surat,D,Ideal,5.71,5.76,3.59,62.6,55.0,3735,0.73
VVS2,Surat,J,Very Good,7.25,7.31,4.58,62.9,58.0,8622,1.5
VVS1,Antwerp,H,Premium,4.33,4.37,2.72,62.5,58.0,730,0.32
VVS1,Zurich,G,Good,4.25,4.28,2.69,63.1,56.0,789,0.3
VVS2,London,H,Ideal,4.69,4.73,2.94,62.4,57.0,877,0.4
VS2,Kimberly,G,Premium,7.48,7.4,4.56,61.3,58.0,12228,1.53
SI1,Antwerp,H,Premium,6.58,6.51,3.96,60.5,60.0,4884,1.02
SI2,Zurich,F,Very Good,6.92,6.9,4.38,63.4,55.0,5998,1.26
SI2,Kimberly,D,Ideal,5.12,5.15,3.21,62.5,55.0,1264,0.51
SI1,Kimberly,H,Ideal,4.27,4.22,2.67,62.9,57.0,554,0.3
VS2,Antwerp,F,Ideal,4.57,4.54,2.83,62.1,56.0,906,0.35
IF,Luxembourg,F,Ideal,4.77,4.79,2.96,61.9,56.0,1439,0.41
SI1,New York City,E,Premium,5.72,5.68,3.59,63.0,58.0,2554,0.71
VS2,New York City,G,Premium,6.88,6.85,4.11,59.9,60.0,7203,1.16
VS2,Antwerp,D,Premium,5.8,5.74,3.6,62.4,57.0,2855,0.74
VS2,Tel Aviv,G,Ideal,5.48,5.51,3.4,61.9,58.0,2320,0.63
SI2,Madrid,F,Fair,6.71,6.8,4.39,65.0,56.0,4705,1.22
VVS1,Madrid,E,Premium,4.03,4.01,2.53,62.9,58.0,740,0.25
SI1,Kimberly,E,Very Good,7.36,7.29,4.65,63.5,58.0,11176,1.52
VVS2,Paris,I,Very Good,7.35,7.38,4.56,61.9,56.0,9416,1.51
VVS2,Zurich,F,Very Good,4.24,4.27,2.6,61.1,57.0,707,0.28
VS2,Kimberly,H,Good,4.28,4.31,2.71,63.1,57.0,489,0.31
VS2,Surat,I,Ideal,6.91,6.99,4.2,60.4,57.0,7430,1.22
VS2,Tel Aviv,E,Ideal,5.3,5.34,3.18,59.8,57.0,1596,0.55
SI1,Dubai,J,Premium,6.19,6.14,3.87,62.8,59.0,2905,0.91
VS1,Kimberly,I,Ideal,5.19,5.23,3.22,61.8,55.0,1552,0.53
SI2,Kimberly,D,Premium,6.17,6.15,3.76,61.0,61.0,3312,0.9
SI2,London,D,Fair,6.25,6.2,4.02,64.6,58.0,10011,1.01
SI2,Luxembourg,F,Premium,6.89,6.86,4.24,61.7,57.0,5695,1.23
SI1,Zurich,J,Very Good,7.45,7.5,4.61,61.7,60.0,7695,1.61
VS1,Amsterdam,G,Ideal,5.16,5.18,3.24,62.7,55.0,1721,0.53
SI1,New York City,D,Good,5.71,5.74,3.61,63.1,59.0,2753,0.74
VVS1,Luxembourg,D,Ideal,4.8,4.78,2.98,62.2,56.0,1582,0.41
VS2,Amsterdam,G,Very Good,4.25,4.22,2.69,63.5,55.0,675,0.3
SI1,Tel Aviv,D,Very Good,4.71,4.7,2.97,63.1,59.0,1015,0.41
VS2,Dubai,G,Very Good,5.06,5.03,3.2,63.4,55.0,1443,0.51
VS2,Paris,H,Premium,4.56,4.51,2.73,60.2,60.0,689,0.34
VS2,Las Vegas,F,Very Good,6.78,6.71,4.24,62.9,57.0,9331,1.2
SI1,Zurich,H,Good,5.53,5.59,3.54,63.7,59.0,2218,0.7
SI2,Las Vegas,G,Very Good,5.81,5.85,3.72,63.8,56.0,2759,0.78
SI2,Antwerp,E,Ideal,6.25,6.29,3.81,60.8,56.0,3968,0.91
SI2,Zurich,H,Ideal,6.47,6.52,3.99,61.4,58.0,4766,1.02
VVS2,Madrid,F,Ideal,5.85,5.82,3.59,61.5,55.0,3879,0.74
SI2,Surat,E,Very Good,5.93,5.95,3.56,59.9,59.0,2638,0.74
VS2,Surat,F,Very Good,5.35,5.42,3.34,62.0,58.0,1764,0.59
SI1,New York City,F,Premium,6.55,6.49,3.89,59.7,61.0,4989,1.01
SI1,Dubai,E,Very Good,4.4,4.37,2.78,63.4,55.0,743,0.33
VVS2,Surat,H,Premium,4.31,4.36,2.7,62.3,60.0,625,0.31
SI1,Tel Aviv,F,Ideal,4.66,4.71,2.9,61.8,55.0,711,0.39
SI1,Zurich,E,Ideal,7.71,7.74,4.64,60.1,57.0,14623,1.7
VS2,Antwerp,J,Good,4.71,4.64,2.99,64.0,59.0,732,0.41
SI1,Dubai,E,Premium,6.36,6.4,3.94,61.8,60.0,5279,1.01
SI2,Amsterdam,H,Premium,4.8,4.72,2.96,62.2,56.0,836,0.41
VS1,Tel Aviv,I,Ideal,4.93,4.96,3.08,62.3,56.0,911,0.46
SI1,Surat,E,Fair,5.49,5.41,3.55,65.1,56.0,2125,0.7
SI1,Dubai,I,Premium,7.42,7.46,4.53,60.9,59.0,8258,1.54
SI2,Surat,G,Ideal,4.81,4.78,2.97,61.9,54.0,666,0.41
SI1,New York City,E,Very Good,4.27,4.32,2.7,62.9,57.0,526,0.3
VS1,Surat,H,Very Good,6.13,6.1,3.88,63.5,59.0,4234,0.9
VS2,Kimberly,D,Ideal,4.27,4.3,2.67,62.3,56.0,710,0.3
SI2,Madrid,E,Ideal,4.34,4.37,2.67,61.3,55.0,435,0.31
SI1,New York City,E,Premium,6.39,6.35,3.9,61.2,58.0,5040,1.0
VVS2,Las Vegas,F,Good,5.87,6.01,3.46,58.2,63.0,3166,0.73
VVS1,Dubai,F,Very Good,4.16,4.16,2.59,62.0,55.0,591,0.27
SI1,Amsterdam,E,Ideal,6.66,6.62,4.08,61.4,58.0,6291,1.11
IF,Kimberly,E,Very Good,4.68,4.77,2.97,62.9,58.0,1207,0.4
VS1,Antwerp,G,Premium,5.29,5.32,3.31,62.4,58.0,1851,0.57
VVS1,Tel Aviv,E,Very Good,4.67,4.71,2.95,62.9,56.0,1191,0.4
VS2,Paris,F,Very Good,4.37,4.4,2.69,61.4,58.4,667,0.31
VVS2,Antwerp,G,Ideal,5.22,5.26,3.25,62.0,57.0,2022,0.55
SI2,Tel Aviv,G,Ideal,4.44,4.46,2.74,61.6,56.0,450,0.32
VS1,Surat,D,Good,6.27,6.21,3.99,64.0,58.0,6250,1.0
VS2,Zurich,D,Premium,4.38,4.34,2.69,61.7,58.0,972,0.32
SI1,Dubai,I,Premium,4.5,4.54,2.73,60.4,59.0,434,0.33
IF,Paris,G,Ideal,4.51,4.48,2.77,61.6,56.0,1084,0.34
VS2,Surat,H,Good,5.79,5.66,3.4,59.2,64.0,1989,0.74
SI1,Madrid,I,Ideal,6.56,6.59,4.07,61.9,54.0,4745,1.06
VS1,Zurich,I,Premium,4.29,4.35,2.69,62.3,59.0,489,0.31
SI1,Tel Aviv,D,Premium,5.18,5.22,3.24,62.3,60.0,1595,0.54
SI1,Zurich,D,Very Good,5.3,5.34,3.18,60.0,59.8,1593,0.54
VS2,Dubai,E,Very Good,7.03,7.15,4.22,59.5,57.0,9802,1.26
VVS2,New York City,G,Good,4.95,4.96,2.86,57.7,59.8,1076,0.42
VVS2,Madrid,G,Very Good,4.44,4.48,2.8,62.8,58.0,798,0.35
VS2,Dubai,F,Ideal,5.2,5.17,3.23,62.3,55.0,1683,0.53
VVS2,Kimberly,G,Good,4.29,4.27,2.73,63.8,56.0,878,0.3
SI1,Surat,H,Good,5.59,5.62,3.6,64.2,58.0,1771,0.7
SI1,Kimberly,D,Premium,5.74,5.7,3.58,62.6,59.0,2732,0.72
SI1,London,E,Very Good,4.33,4.28,2.72,63.2,59.0,698,0.31
VVS2,Tel Aviv,G,Premium,4.94,5.01,3.05,61.3,60.0,1314,0.46
VS1,New York City,G,Premium,5.9,5.94,3.7,62.5,58.0,3514,0.8
SI1,Kimberly,D,Very Good,6.06,6.1,3.82,62.8,59.0,4068,0.9
SI2,Paris,H,Very Good,6.76,6.91,4.24,62.0,58.0,5280,1.2
SI1,Kimberly,E,Ideal,4.36,4.41,2.68,61.1,55.0,516,0.31
VS2,London,E,Very Good,4.72,4.77,2.89,60.9,58.0,793,0.39
SI1,Amsterdam,D,Ideal,5.64,5.57,3.53,63.0,55.0,2694,0.71
VS2,Las Vegas,H,Ideal,6.03,5.98,3.7,61.6,56.0,3084,0.81
SI2,Antwerp,H,Ideal,4.85,4.79,2.95,61.4,56.0,554,0.33
SI2,Las Vegas,G,Ideal,6.51,6.45,3.91,60.3,57.0,3528,1.0
SI2,Surat,J,Premium,8.85,8.79,5.24,59.4,59.0,16532,2.47
IF,Kimberly,F,Ideal,4.35,4.37,2.71,62.2,55.0,914,0.31
VS1,Antwerp,G,Fair,4.97,4.87,3.23,65.7,63.0,1257,0.5
IF,Dubai,F,Ideal,4.72,4.75,2.89,61.0,56.0,1377,0.39
SI1,Surat,G,Premium,6.19,6.15,3.84,62.2,59.0,3975,0.91
VS2,Las Vegas,G,Ideal,6.52,6.5,3.96,60.8,59.0,6019,1.01
SI2,Antwerp,E,Premium,6.46,6.53,3.96,61.0,60.0,4441,1.03
SI1,Tel Aviv,J,Premium,4.59,4.52,2.79,61.3,60.0,541,0.36
